,tracks,track_id,genre_top,genre_top_cat
62827,12,93941,Electronic,0
62828,3,93942,Pop,6
62829,3,93943,Pop,6
62830,3,93944,Pop,6
62834,15,93950,Rock,7
62840,15,93956,Rock,7
62854,3,93981,International,5
62855,11,93983,Rock,7
62857,11,93985,Rock,7
62858,11,93986,Rock,7
62874,9,94026,Rock,7
62881,7,94033,Instrumental,4
62882,7,94034,Instrumental,4
62883,7,94035,Instrumental,4
62884,7,94036,Instrumental,4
62885,7,94037,Instrumental,4
62886,7,94038,Instrumental,4
62887,7,94039,Instrumental,4
62929,10,94093,Rock,7
62935,10,94099,Rock,7
62937,10,94101,Rock,7
62938,10,94102,Rock,7
63068,10,94263,Electronic,0
63121,12,94348,Rock,7
63160,8,94411,Electronic,0
63163,8,94414,Electronic,0
63164,8,94415,Electronic,0
63168,12,94419,Rock,7
63171,12,94422,Folk,2
63172,12,94423,Pop,6
63175,12,94426,Hip-Hop,3
63193,20,94449,Hip-Hop,3
63209,20,94465,Hip-Hop,3
63211,20,94467,Hip-Hop,3
63212,20,94468,Hip-Hop,3
63257,11,94628,Pop,6
63259,11,94630,Pop,6
63260,11,94631,Pop,6
63261,11,94632,Pop,6
63263,11,94634,Pop,6
63264,11,94635,Pop,6
63267,11,94638,Pop,6
63431,16,94803,Electronic,0
63627,12,95189,Experimental,1
63668,8,95231,Rock,7
63685,16,95248,Rock,7
63686,16,95249,Rock,7
63687,16,95250,Rock,7
63688,16,95251,Rock,7
63716,16,95308,Rock,7
63717,16,95309,Rock,7
63718,16,95310,Rock,7
63848,2,95452,Instrumental,4
63873,22,95486,Pop,6
63893,3,95506,Rock,7
63915,18,95535,Rock,7
63936,33,95564,Experimental,1
64040,11,95722,Instrumental,4
64041,11,95724,Instrumental,4
64042,11,95725,Instrumental,4
64043,11,95726,Instrumental,4
64044,11,95727,Instrumental,4
64162,20,95908,Hip-Hop,3
64164,20,95910,Hip-Hop,3
64165,20,95911,Hip-Hop,3
64166,20,95912,Hip-Hop,3
64167,20,95914,Hip-Hop,3
64168,20,95915,Hip-Hop,3
64334,4,96166,International,5
64335,4,96167,International,5
64336,4,96168,International,5
64337,4,96169,International,5
64381,8,96399,Rock,7
64382,8,96400,Rock,7
64383,8,96401,Rock,7
64384,8,96402,Rock,7
64385,8,96403,Rock,7
64390,16,96408,Rock,7
64532,2,96560,Rock,7
64553,2,96627,Experimental,1
64581,3,96657,Hip-Hop,3
64599,20,96675,Hip-Hop,3
64602,20,96678,Hip-Hop,3
64615,9,96692,Folk,2
64616,9,96693,Folk,2
64617,9,96694,Folk,2
64618,9,96695,Folk,2
64619,9,96696,Folk,2
64620,9,96697,Folk,2
64621,9,96698,Folk,2
64622,9,96699,Folk,2
64641,10,96718,Rock,7
64649,6,96726,Folk,2
64651,6,96728,Folk,2
64652,6,96729,Folk,2
64653,6,96730,Folk,2
64654,6,96731,Folk,2
64661,7,96738,International,5
64665,7,96742,International,5
64666,7,96743,International,5
64680,12,96759,Rock,7
64795,5,96898,Experimental,1
64797,5,96900,Experimental,1
64798,5,96901,Experimental,1
64799,5,96902,Experimental,1
64832,9,96935,Rock,7
64833,9,96936,Rock,7
64840,3,96944,Pop,6
64841,3,96945,Pop,6
64842,3,96946,Pop,6
64883,12,97037,Hip-Hop,3
64887,12,97041,Hip-Hop,3
64889,12,97043,Hip-Hop,3
65037,7,97211,Folk,2
65041,7,97215,Folk,2
65042,7,97216,Folk,2
65101,11,97279,Instrumental,4
65102,11,97283,Instrumental,4
65103,11,97285,Instrumental,4
65104,1,97286,Rock,7
65151,45,97373,Experimental,1
65152,45,97374,Experimental,1
65167,21,97393,Electronic,0
65178,21,97404,Electronic,0
65179,3,97406,Experimental,1
65180,3,97407,Experimental,1
65196,17,97424,Electronic,0
65265,19,97540,Electronic,0
65267,19,97542,Electronic,0
65269,19,97544,Electronic,0
65270,19,97545,Electronic,0
65271,3,97547,Electronic,0
65272,3,97548,Electronic,0
65275,3,97568,Hip-Hop,3
65276,3,97569,Hip-Hop,3
65277,3,97570,Hip-Hop,3
65288,7,97585,Folk,2
65289,7,97586,Folk,2
65290,7,97587,Folk,2
65291,7,97588,Folk,2
65292,7,97589,Folk,2
65293,7,97590,Folk,2
65391,1,97690,Rock,7
65392,7,97691,Hip-Hop,3
65393,7,97692,Hip-Hop,3
65398,7,97697,Hip-Hop,3
65461,12,97793,Experimental,1
65462,12,97794,Experimental,1
65480,12,97813,Experimental,1
65481,12,97814,Experimental,1
65506,8,97841,Experimental,1
65509,5,97844,Electronic,0
65510,5,97845,Electronic,0
65511,5,97846,Electronic,0
65512,5,97847,Electronic,0
65513,5,97848,Electronic,0
65531,5,97886,Rock,7
65532,5,97887,Rock,7
65538,2,97894,Rock,7
65573,17,97940,Electronic,0
65574,5,97958,Electronic,0
65575,5,97959,Electronic,0
65576,5,97960,Electronic,0
65577,5,97961,Electronic,0
65578,5,97962,Electronic,0
65596,5,97980,Hip-Hop,3
65602,7,97986,Hip-Hop,3
65603,7,97987,Hip-Hop,3
65604,7,97988,Hip-Hop,3
65605,7,97989,Hip-Hop,3
65640,6,98025,Rock,7
65641,6,98026,International,5
65643,6,98028,International,5
65646,6,98031,International,5
65669,1,98077,Rock,7
65713,5,98202,Electronic,0
65714,5,98203,Electronic,0
65715,5,98204,Electronic,0
65716,5,98205,Electronic,0
65717,5,98206,Electronic,0
65736,17,98227,Electronic,0
65737,17,98228,Electronic,0
65738,1,98229,Experimental,1
65739,4,98235,Instrumental,4
65740,4,98236,Instrumental,4
65741,4,98237,Instrumental,4
65742,4,98238,Instrumental,4
65755,13,98251,Rock,7
65800,16,98297,Rock,7
65801,5,98298,International,5
65802,5,98299,International,5
65803,5,98300,International,5
65804,5,98301,International,5
65805,5,98302,International,5
65839,8,98339,International,5
65845,4,98346,International,5
65847,4,98348,International,5
65848,4,98349,International,5
65988,11,98547,Hip-Hop,3
65989,11,98548,Hip-Hop,3
65990,11,98549,Hip-Hop,3
65991,11,98550,Hip-Hop,3
65992,11,98551,Hip-Hop,3
65993,11,98552,Hip-Hop,3
65994,11,98553,Hip-Hop,3
65995,11,98554,Hip-Hop,3
65996,11,98555,Hip-Hop,3
65997,11,98556,Hip-Hop,3
65998,11,98557,Hip-Hop,3
66003,15,98565,Hip-Hop,3
66005,15,98567,Hip-Hop,3
66007,15,98569,Hip-Hop,3
66010,13,98573,Hip-Hop,3
66011,13,98574,Hip-Hop,3
66012,13,98575,Hip-Hop,3
66013,13,98576,Hip-Hop,3
66014,13,98577,Hip-Hop,3
66015,13,98578,Hip-Hop,3
66016,13,98579,Hip-Hop,3
66017,13,98580,Hip-Hop,3
66018,13,98581,Hip-Hop,3
66019,13,98582,Hip-Hop,3
66020,13,98583,Hip-Hop,3
66021,13,98584,Hip-Hop,3
66022,13,98585,Hip-Hop,3
66050,6,98613,Hip-Hop,3
66054,6,98617,Hip-Hop,3
66055,6,98618,Hip-Hop,3
66056,5,98619,Hip-Hop,3
66057,5,98620,Hip-Hop,3
66058,5,98621,Hip-Hop,3
66059,5,98622,Hip-Hop,3
66060,5,98623,Hip-Hop,3
66061,5,98624,Hip-Hop,3
66062,5,98625,Hip-Hop,3
66063,5,98626,Hip-Hop,3
66064,5,98627,Hip-Hop,3
66065,5,98628,Hip-Hop,3
66092,5,98655,International,5
66093,5,98656,International,5
66094,5,98657,International,5
66103,4,98666,International,5
66104,5,98667,International,5
66105,5,98668,International,5
66106,5,98669,International,5
66107,5,98670,International,5
66108,5,98671,International,5
66116,3,98680,International,5
66117,3,98681,International,5
66135,2,98701,Rock,7
66174,17,98770,Electronic,0
66220,2,98838,Electronic,0
66396,21,99041,Electronic,0
66441,23,99093,Hip-Hop,3
66443,23,99095,Hip-Hop,3
66444,23,99096,Hip-Hop,3
66472,5,99134,Electronic,0
66473,5,99135,Electronic,0
66505,9,99214,Experimental,1
66536,11,99260,Rock,7
66537,17,99261,Electronic,0
66544,3,99274,Experimental,1
66581,14,99311,Electronic,0
66583,14,99313,Electronic,0
66599,1,99345,Rock,7
66615,9,99361,International,5
66616,9,99362,International,5
66617,9,99363,International,5
66618,9,99364,International,5
66622,9,99368,International,5
66623,9,99369,International,5
66624,9,99370,International,5
66625,9,99371,International,5
66626,9,99372,International,5
66627,9,99373,International,5
66628,9,99374,International,5
66629,9,99375,International,5
66643,7,99389,International,5
66644,7,99390,International,5
66645,7,99391,International,5
66646,7,99392,International,5
66647,7,99393,International,5
66648,7,99394,International,5
66649,7,99395,International,5
66650,9,99411,Rock,7
66658,9,99419,Rock,7
66669,7,99436,Rock,7
66670,7,99437,Rock,7
66671,7,99438,Rock,7
66672,7,99439,Rock,7
66673,7,99440,Rock,7
66674,7,99441,Rock,7
66675,7,99442,Rock,7
66734,7,99501,Hip-Hop,3
66824,5,99703,Electronic,0
66825,5,99704,Electronic,0
66826,5,99707,Electronic,0
66994,42,100478,Hip-Hop,3
66995,42,100479,Hip-Hop,3
66996,42,100480,Hip-Hop,3
67013,17,100497,Electronic,0
67030,1,100522,Electronic,0
67043,6,100535,Electronic,0
67044,6,100536,Electronic,0
67051,11,100544,Electronic,0
67053,11,100549,Electronic,0
67054,11,100550,Electronic,0
67055,11,100552,Electronic,0
67081,17,100745,Electronic,0
67110,9,100799,Rock,7
67112,9,100802,Rock,7
67116,7,100835,Electronic,0
67178,39,100949,Hip-Hop,3
67180,39,100958,Hip-Hop,3
67181,39,100959,Hip-Hop,3
67192,5,100972,Electronic,0
67193,5,100973,Electronic,0
67194,5,100975,Electronic,0
67195,5,100976,Electronic,0
67241,10,101111,International,5
67242,10,101112,International,5
67243,10,101116,International,5
67244,10,101118,International,5
67245,10,101119,International,5
67376,18,101864,Experimental,1
67379,18,101868,Experimental,1
67380,18,101873,Experimental,1
67384,18,101893,Experimental,1
67416,11,101951,Rock,7
67473,31,102092,Experimental,1
67493,3,102112,Experimental,1
67495,3,102114,Experimental,1
67550,18,102195,Rock,7
67637,13,103518,Instrumental,4
67638,13,103519,Instrumental,4
67639,13,103520,Instrumental,4
67640,13,103521,Instrumental,4
67641,13,103522,Instrumental,4
67642,13,103523,Instrumental,4
67704,17,103600,Electronic,0
67795,8,103800,Hip-Hop,3
67803,8,103808,Hip-Hop,3
67968,3,104008,Folk,2
67969,3,104009,Folk,2
67970,3,104010,Folk,2
68017,3,104062,Rock,7
68018,3,104063,Rock,7
68019,11,104064,Pop,6
68020,11,104065,Pop,6
68021,11,104066,Pop,6
68022,11,104067,Pop,6
68023,11,104068,Pop,6
68031,4,104086,Rock,7
68150,10,104227,Rock,7
68189,4,104276,Electronic,0
68190,4,104277,Electronic,0
68191,4,104278,Electronic,0
68192,4,104279,Electronic,0
68193,3,104282,Electronic,0
68194,3,104283,Electronic,0
68195,3,104284,Electronic,0
68232,13,104356,Folk,2
68233,13,104357,Folk,2
68276,8,104434,Experimental,1
68323,3,104625,Experimental,1
68354,11,104668,Rock,7
68407,4,104724,Experimental,1
68408,4,104725,Experimental,1
68461,2,104779,Pop,6
68462,2,104780,Pop,6
68665,26,105022,Experimental,1
68736,17,105119,Rock,7
68742,5,105141,Rock,7
68743,5,105142,Rock,7
68745,5,105144,Rock,7
68746,5,105145,Rock,7
68794,28,105196,Folk,2
68922,15,105408,Electronic,0
68925,15,105411,Electronic,0
68926,15,105412,Electronic,0
68927,15,105413,Electronic,0
68928,15,105414,Electronic,0
68957,25,105443,Hip-Hop,3
68964,25,105450,Hip-Hop,3
68965,25,105451,Hip-Hop,3
69135,13,105662,Electronic,0
69137,13,105664,Electronic,0
69143,13,105670,Electronic,0
69144,13,105671,Electronic,0
69145,13,105672,Electronic,0
69146,13,105673,Electronic,0
69147,13,105674,Electronic,0
69148,3,105682,Rock,7
69149,3,105683,Hip-Hop,3
69151,3,105685,Hip-Hop,3
69167,15,105712,Folk,2
69168,15,105713,Folk,2
69169,15,105714,Folk,2
69170,15,105715,Folk,2
69171,15,105716,Folk,2
69172,15,105717,Folk,2
69173,15,105718,Folk,2
69174,4,105719,Experimental,1
69175,4,105720,Experimental,1
69177,4,105722,Experimental,1
69268,4,105824,Hip-Hop,3
69269,4,105825,Hip-Hop,3
69270,4,105826,Hip-Hop,3
69271,4,105827,Hip-Hop,3
69317,4,105887,Folk,2
69320,4,105890,Folk,2
69342,8,105912,Rock,7
69344,7,105914,Folk,2
69345,7,105915,Folk,2
69346,7,105916,Folk,2
69347,7,105917,Folk,2
69348,7,105918,Folk,2
69349,7,105919,Folk,2
69350,7,105920,Folk,2
69540,4,106274,Rock,7
69543,4,106277,Rock,7
69581,5,106339,Folk,2
69584,5,106342,Folk,2
69585,5,106343,Folk,2
69695,16,106456,Folk,2
69696,16,106457,Folk,2
69697,16,106458,Folk,2
69702,7,106463,Rock,7
69704,7,106465,Rock,7
69730,2,106502,Instrumental,4
69750,4,106522,Experimental,1
69771,10,106562,Rock,7
69772,10,106563,Rock,7
69773,10,106564,Rock,7
69774,10,106566,Rock,7
69775,10,106567,Rock,7
69776,10,106568,Rock,7
69777,10,106569,Rock,7
69778,10,106570,Rock,7
69779,10,106571,Rock,7
69835,4,106629,Instrumental,4
70049,10,106872,Rock,7
70053,10,106876,Rock,7
70054,10,106877,Rock,7
70113,8,106937,Folk,2
70124,7,106948,Rock,7
70127,7,106951,Rock,7
70128,7,106952,Rock,7
70129,4,106953,Rock,7
70130,4,106954,Rock,7
70131,4,106955,Rock,7
70132,4,106956,Rock,7
70180,14,107020,Hip-Hop,3
70181,14,107021,Hip-Hop,3
70185,14,107025,Hip-Hop,3
70187,14,107027,Hip-Hop,3
70188,14,107028,Hip-Hop,3
70189,14,107029,Hip-Hop,3
70190,14,107030,Hip-Hop,3
70191,14,107031,Hip-Hop,3
70206,5,107046,Pop,6
70207,5,107047,Pop,6
70208,5,107048,Pop,6
70209,5,107049,Pop,6
70210,5,107050,Pop,6
70246,8,107101,Rock,7
70259,11,107125,Electronic,0
70260,11,107126,Electronic,0
70261,11,107127,Electronic,0
70262,11,107128,Electronic,0
70263,11,107129,Electronic,0
70304,12,107178,International,5
70305,12,107179,International,5
70306,12,107180,International,5
70307,12,107181,International,5
70308,12,107182,International,5
70309,12,107183,International,5
70310,12,107184,International,5
70311,12,107185,International,5
70312,12,107186,International,5
70313,12,107187,International,5
70314,12,107188,International,5
70315,12,107189,International,5
70355,26,107248,International,5
70356,26,107249,International,5
70357,26,107250,International,5
70358,26,107251,International,5
70359,26,107256,International,5
70360,26,107257,International,5
70478,8,107388,Rock,7
70479,8,107389,Rock,7
70480,8,107390,Rock,7
70481,8,107391,Rock,7
70511,11,107425,Electronic,0
70512,11,107426,Electronic,0
70513,11,107427,Electronic,0
70514,11,107429,Electronic,0
70515,11,107432,Electronic,0
70516,11,107433,Electronic,0
70517,11,107434,Electronic,0
70518,11,107435,Electronic,0
70549,7,107476,Rock,7
70579,9,107506,Rock,7
70604,5,107531,Instrumental,4
70605,5,107532,Instrumental,4
70606,5,107533,Instrumental,4
70607,5,107534,Instrumental,4
70608,5,107535,Instrumental,4
70638,17,107567,Folk,2
70640,12,107569,Folk,2
70642,12,107571,Folk,2
70645,12,107574,Folk,2
70648,12,107577,Folk,2
70649,12,107578,Folk,2
70650,12,107579,Folk,2
70654,12,107583,Folk,2
70655,12,107584,Folk,2
70659,12,107588,Folk,2
70660,12,107589,Folk,2
70661,12,107590,Folk,2
70662,12,107591,Folk,2
70663,7,107592,Folk,2
70664,7,107593,Folk,2
70665,7,107594,Folk,2
70666,7,107595,Folk,2
70667,7,107596,Folk,2
70668,7,107597,Folk,2
70669,7,107598,Folk,2
70684,3,107613,Electronic,0
70687,2,107616,Electronic,0
70688,2,107617,Electronic,0
70719,14,107659,Rock,7
70824,12,107799,Rock,7
70829,12,107804,Electronic,0
70830,12,107805,Rock,7
70834,12,107809,Hip-Hop,3
70835,12,107810,Pop,6
70862,20,107850,Hip-Hop,3
70863,2,107851,Folk,2
70864,2,107852,Folk,2
70920,6,107908,Electronic,0
70921,6,107909,Electronic,0
70922,6,107910,Electronic,0
70923,6,107911,Electronic,0
70924,6,107912,Electronic,0
70925,6,107913,Electronic,0
70960,9,107949,International,5
70961,9,107950,International,5
70962,9,107951,International,5
70963,9,107952,International,5
70964,9,107953,International,5
70965,9,107954,International,5
70966,9,107955,International,5
70967,9,107956,International,5
70968,9,107957,International,5
71007,5,108012,Folk,2
71009,5,108014,Folk,2
71010,5,108015,Folk,2
71011,5,108016,Folk,2
71012,11,108017,Instrumental,4
71013,11,108018,Instrumental,4
71014,11,108019,Instrumental,4
71015,11,108020,Instrumental,4
71016,11,108021,Instrumental,4
71017,11,108022,Instrumental,4
71018,11,108023,Instrumental,4
71019,11,108024,Instrumental,4
71020,11,108025,Instrumental,4
71021,11,108026,Instrumental,4
71022,11,108027,Instrumental,4
71026,18,108031,Rock,7
71031,18,108036,Rock,7
71032,2,108037,Rock,7
71033,2,108038,Rock,7
71043,14,108049,Experimental,1
71044,14,108050,Experimental,1
71053,14,108059,Experimental,1
71054,14,108060,Experimental,1
71073,5,108079,Rock,7
71139,8,108155,Rock,7
71195,4,108230,Electronic,0
71250,9,108290,Rock,7
71257,9,108297,Rock,7
71258,9,108298,Rock,7
71259,10,108299,Folk,2
71260,10,108300,Folk,2
71261,10,108301,Folk,2
71262,10,108302,Folk,2
71263,10,108303,Folk,2
71264,10,108304,Folk,2
71265,10,108305,Folk,2
71266,10,108306,Folk,2
71267,10,108307,Folk,2
71268,10,108308,Folk,2
71273,7,108313,Experimental,1
71274,7,108314,Experimental,1
71278,7,108318,Experimental,1
71279,7,108319,Experimental,1
71296,6,108339,Electronic,0
71297,6,108341,Electronic,0
71298,6,108342,Electronic,0
71299,6,108343,Electronic,0
71363,9,108415,Electronic,0
71364,9,108416,Electronic,0
71366,9,108418,Electronic,0
71367,9,108420,Electronic,0
71368,9,108421,Electronic,0
71369,9,108422,Electronic,0
71370,9,108423,Electronic,0
71371,5,108425,Pop,6
71372,5,108426,Pop,6
71373,5,108427,Pop,6
71374,5,108428,Pop,6
71375,5,108429,Pop,6
71402,6,108456,Pop,6
71403,6,108457,Pop,6
71405,6,108459,Pop,6
71406,6,108460,Pop,6
71407,6,108461,Pop,6
71410,3,108464,Electronic,0
71417,8,108471,Instrumental,4
71418,8,108472,Instrumental,4
71419,8,108473,Instrumental,4
71420,8,108474,Instrumental,4
71421,8,108475,Instrumental,4
71422,8,108476,Instrumental,4
71423,8,108477,Instrumental,4
71424,8,108478,Instrumental,4
71433,15,108487,Hip-Hop,3
71434,15,108488,Hip-Hop,3
71435,15,108489,Hip-Hop,3
71436,15,108490,Hip-Hop,3
71437,15,108491,Hip-Hop,3
71438,15,108492,Hip-Hop,3
71439,15,108493,Hip-Hop,3
71440,15,108494,Hip-Hop,3
71441,15,108495,Hip-Hop,3
71442,15,108496,Hip-Hop,3
71443,15,108497,Hip-Hop,3
71444,15,108498,Hip-Hop,3
71445,15,108499,Hip-Hop,3
71446,15,108500,Hip-Hop,3
71447,15,108501,Hip-Hop,3
71448,4,108502,Rock,7
71449,4,108503,Rock,7
71450,4,108504,Rock,7
71451,4,108505,Rock,7
71452,10,108524,Electronic,0
71453,10,108525,Electronic,0
71454,10,108526,Electronic,0
71455,10,108527,Electronic,0
71456,10,108528,Electronic,0
71457,10,108529,Electronic,0
71458,10,108530,Electronic,0
71459,10,108531,Electronic,0
71460,10,108532,Electronic,0
71461,10,108533,Electronic,0
71578,47,108745,Hip-Hop,3
71607,10,108774,Hip-Hop,3
71620,37,108799,Hip-Hop,3
71628,37,108808,Hip-Hop,3
71629,37,108809,Hip-Hop,3
71632,37,108812,Hip-Hop,3
71654,7,108836,Hip-Hop,3
71655,7,108837,Hip-Hop,3
71656,7,108838,Hip-Hop,3
71657,7,108839,Hip-Hop,3
71658,7,108840,Hip-Hop,3
71659,7,108841,Hip-Hop,3
71660,6,108842,Hip-Hop,3
71661,6,108843,Hip-Hop,3
71663,6,108845,Hip-Hop,3
71664,6,108846,Hip-Hop,3
71665,6,108847,Hip-Hop,3
71681,6,108863,International,5
71682,6,108864,International,5
71683,6,108865,International,5
71684,6,108866,International,5
71685,6,108867,International,5
71686,6,108868,International,5
71690,8,108878,Instrumental,4
71691,8,108879,Instrumental,4
71692,8,108880,Instrumental,4
71693,8,108881,Instrumental,4
71694,8,108882,Instrumental,4
71695,8,108883,Instrumental,4
71696,8,108884,Instrumental,4
71697,8,108885,Instrumental,4
71704,2,108906,Instrumental,4
71714,13,108925,Rock,7
71744,10,108957,Rock,7
71748,10,108961,Rock,7
71749,10,108962,Rock,7
71754,8,108967,Rock,7
71755,8,108968,Rock,7
71756,8,108969,Rock,7
71757,8,108970,Rock,7
71778,7,108992,Rock,7
71832,9,109068,Experimental,1
71835,9,109071,Experimental,1
71836,9,109072,Experimental,1
71861,8,109106,Experimental,1
71896,1,109144,Experimental,1
71939,3,109189,Instrumental,4
71941,3,109191,Instrumental,4
71953,16,109203,Rock,7
71970,6,109235,Rock,7
72001,2,109276,Experimental,1
72070,1,109349,Rock,7
72071,8,109350,Rock,7
72076,8,109355,Rock,7
72077,8,109356,Rock,7
72078,8,109357,Rock,7
72149,6,109445,Folk,2
72150,6,109446,Folk,2
72151,6,109447,Folk,2
72152,6,109448,Folk,2
72153,6,109449,Folk,2
72154,6,109450,Folk,2
72159,26,109468,Rock,7
72170,4,109480,Folk,2
72171,17,109481,Rock,7
72186,17,109497,Rock,7
72220,4,109535,Electronic,0
72222,4,109537,Electronic,0
72223,4,109538,Electronic,0
72227,5,109542,Electronic,0
72228,5,109543,Electronic,0
72233,6,109548,Experimental,1
72336,18,109670,Hip-Hop,3
72343,11,109681,Hip-Hop,3
72346,11,109684,Hip-Hop,3
72347,11,109685,Hip-Hop,3
72348,11,109686,Hip-Hop,3
72349,11,109687,Hip-Hop,3
72365,15,109711,Experimental,1
72366,15,109712,Experimental,1
72437,11,109896,Folk,2
72441,11,109900,Folk,2
72442,11,109901,Folk,2
72443,11,109902,Folk,2
72444,11,109903,Folk,2
72445,11,109904,Folk,2
72446,11,109905,Folk,2
72447,11,109906,Folk,2
72466,5,109925,Electronic,0
72477,5,109957,Pop,6
72478,5,109958,Pop,6
72480,5,109960,Pop,6
72482,2,109962,Pop,6
72483,2,109963,Pop,6
72485,15,109971,Pop,6
72486,15,109972,Pop,6
72487,15,109973,Pop,6
72488,15,109974,Pop,6
72489,15,109975,Pop,6
72490,15,109976,Pop,6
72491,15,109977,Pop,6
72492,15,109978,Pop,6
72552,25,110070,Hip-Hop,3
72564,25,110082,Hip-Hop,3
72566,25,110084,Hip-Hop,3
72567,25,110085,Hip-Hop,3
72568,25,110086,Hip-Hop,3
72584,10,110102,Electronic,0
72585,10,110103,Electronic,0
72586,10,110104,Electronic,0
72587,10,110105,Electronic,0
72588,10,110106,Electronic,0
72589,10,110107,Electronic,0
72590,10,110108,Electronic,0
72591,10,110109,Electronic,0
72592,10,110110,Electronic,0
72593,10,110111,Electronic,0
72633,18,110166,Rock,7
72634,18,110167,Rock,7
72638,6,110171,Folk,2
72639,6,110172,Folk,2
72652,13,110204,Experimental,1
72653,13,110205,Experimental,1
72654,13,110206,Experimental,1
72655,13,110207,Experimental,1
72656,13,110208,Experimental,1
72657,13,110209,Experimental,1
72659,4,110230,Experimental,1
72688,10,110259,Hip-Hop,3
72689,10,110260,Hip-Hop,3
72690,10,110261,Hip-Hop,3
72691,10,110262,Hip-Hop,3
72692,10,110263,Hip-Hop,3
72693,10,110264,Hip-Hop,3
72694,10,110265,Hip-Hop,3
72695,10,110266,Hip-Hop,3
72696,10,110267,Hip-Hop,3
72703,4,110274,Experimental,1
72758,6,110384,Folk,2
72784,8,110410,Rock,7
72791,8,110417,Rock,7
72807,6,110436,Folk,2
72808,6,110437,Folk,2
72809,6,110438,Folk,2
72810,6,110439,Folk,2
72811,6,110440,Folk,2
72812,6,110441,Folk,2
72816,6,110447,International,5
72817,6,110448,International,5
72818,6,110449,International,5
72819,6,110450,International,5
72820,6,110451,International,5
72821,6,110452,International,5
72900,3,110546,Rock,7
72934,1,110610,Experimental,1
72935,1,110611,Experimental,1
72947,8,110623,Experimental,1
72953,8,110629,Experimental,1
72954,8,110630,Experimental,1
72958,7,110634,Rock,7
72960,7,110636,Rock,7
72961,7,110637,Rock,7
72971,8,110647,Instrumental,4
72972,8,110648,Instrumental,4
72973,8,110649,Instrumental,4
72974,8,110650,Instrumental,4
72975,8,110651,Instrumental,4
72976,8,110652,Instrumental,4
72977,8,110653,Instrumental,4
72978,8,110654,Instrumental,4
73003,6,110681,Experimental,1
73006,6,110684,Experimental,1
73008,5,110687,Electronic,0
73009,5,110688,Electronic,0
73010,5,110689,Electronic,0
73011,5,110690,Electronic,0
73012,5,110691,Electronic,0
73029,4,110711,Experimental,1
73047,11,110735,Hip-Hop,3
73048,11,110736,Hip-Hop,3
73055,38,110743,Hip-Hop,3
73056,38,110744,Hip-Hop,3
73068,38,110756,Hip-Hop,3
73076,38,110764,Hip-Hop,3
73077,38,110765,Hip-Hop,3
73080,38,110768,Hip-Hop,3
73083,38,110771,Hip-Hop,3
73084,38,110772,Hip-Hop,3
73086,38,110774,Hip-Hop,3
73087,38,110775,Hip-Hop,3
73088,38,110776,Hip-Hop,3
73089,38,110777,Hip-Hop,3
73090,38,110778,Hip-Hop,3
73091,38,110779,Hip-Hop,3
73133,6,110923,Folk,2
73137,6,110927,Folk,2
73138,6,110928,Folk,2
73171,6,110980,Rock,7
73173,6,110982,Rock,7
73174,6,110983,Rock,7
73176,6,110985,Rock,7
73204,1,111015,Instrumental,4
73326,9,111146,Instrumental,4
73327,9,111147,Instrumental,4
73328,9,111148,Instrumental,4
73329,9,111149,Instrumental,4
73330,9,111150,Instrumental,4
73331,9,111151,Instrumental,4
73333,9,111153,Instrumental,4
73334,9,111154,Instrumental,4
73361,7,111182,Folk,2
73365,7,111186,Folk,2
73366,7,111187,Folk,2
73367,7,111188,Folk,2
73386,4,111216,Experimental,1
73390,11,111220,Instrumental,4
73391,11,111221,Instrumental,4
73392,11,111222,Instrumental,4
73393,11,111223,Instrumental,4
73394,11,111224,Instrumental,4
73395,11,111225,Instrumental,4
73396,11,111226,Instrumental,4
73397,11,111227,Instrumental,4
73398,11,111228,Instrumental,4
73399,11,111229,Instrumental,4
73400,11,111230,Instrumental,4
73465,7,111306,Rock,7
73470,7,111311,Rock,7
73492,10,111335,Rock,7
73524,36,111367,Pop,6
73525,36,111368,Pop,6
73528,36,111371,Pop,6
73529,36,111372,Pop,6
73532,36,111375,Pop,6
73533,36,111376,Pop,6
73534,36,111377,Pop,6
73535,36,111378,Pop,6
73536,36,111379,Pop,6
73539,36,111382,Pop,6
73542,36,111385,Pop,6
73543,36,111386,Pop,6
73544,36,111387,Pop,6
73545,36,111388,Pop,6
73546,36,111389,Pop,6
73547,36,111390,Pop,6
73548,36,111391,Pop,6
73549,36,111392,Pop,6
73550,36,111393,Pop,6
73551,36,111394,Pop,6
73552,36,111395,Pop,6
73553,36,111396,Pop,6
73554,36,111397,Pop,6
73555,36,111398,Pop,6
73556,36,111399,Pop,6
73557,36,111400,Pop,6
73558,36,111401,Pop,6
73559,36,111402,Pop,6
73568,8,111413,Electronic,0
73571,8,111416,Electronic,0
73598,14,111460,Experimental,1
73706,30,111579,Experimental,1
73753,10,111658,Rock,7
73827,9,111747,Rock,7
73861,15,111793,Instrumental,4
73887,9,111819,Electronic,0
73937,10,111871,Instrumental,4
73938,10,111872,Instrumental,4
73939,10,111873,Instrumental,4
73967,10,111911,Rock,7
73989,4,111933,Electronic,0
73990,5,111934,Hip-Hop,3
73991,5,111935,Hip-Hop,3
73992,5,111936,Hip-Hop,3
73993,5,111937,Hip-Hop,3
73994,5,111938,Hip-Hop,3
74029,12,111974,Rock,7
